# Constructed from biom file
#OTU ID	10317.000076178
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	9390.0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	4.0
ANAEROFRUCAT-PWY: homolactic fermentation	4647.0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	6424.0
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	996.0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	4947.0
ARGORNPROST-PWY: arginine, ornithine and proline interconversion	22.0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	9872.0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	9021.0
ARO-PWY: chorismate biosynthesis I	10618.0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	4588.0
AST-PWY: L-arginine degradation II (AST pathway)	227.0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	1358.0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	7916.0
CALVIN-PWY: Calvin-Benson-Bassham cycle	7662.0
CENTFERM-PWY: pyruvate fermentation to butanoate	193.0
CITRULBIO-PWY: L-citrulline biosynthesis	489.0
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	14751.0
COA-PWY: coenzyme A biosynthesis I	2012.0
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	1965.0
COLANSYN-PWY: colanic acid building blocks biosynthesis	1242.0
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	10829.0
DAPLYSINESYN-PWY: L-lysine biosynthesis I	1587.0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	4614.0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	3830.0
ECASYN-PWY: enterobacterial common antigen biosynthesis	327.0
ENTBACSYN-PWY: enterobactin biosynthesis	1228.0
FAO-PWY: fatty acid &beta;-oxidation I	855.0
FASYN-ELONG-PWY: fatty acid elongation -- saturated	1196.0
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	807.0
FERMENTATION-PWY: mixed acid fermentation	978.0
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	923.0
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	1130.0
FUCCAT-PWY: fucose degradation	704.0
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	2875.0
GALACTARDEG-PWY: D-galactarate degradation I	43.0
GALACTUROCAT-PWY: D-galacturonate degradation I	3172.0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	2448.0
GLUCARDEG-PWY: D-glucarate degradation I	44.0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	43.0
GLUCONEO-PWY: gluconeogenesis I	2579.0
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	633.0
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	2454.0
GLUDEG-I-PWY: GABA shunt	486.0
GLUTORN-PWY: L-ornithine biosynthesis	8146.0
GLYCOCAT-PWY: glycogen degradation I (bacterial)	854.0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	2223.0
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	489.0
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	1126.0
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	1252.0
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	3593.0
GLYOXYLATE-BYPASS: glyoxylate cycle	676.0
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	60.0
HCAMHPDEG-PWY: 3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	210.0
HEME-BIOSYNTHESIS-II: heme biosynthesis I (aerobic)	298.0
HEMESYN2-PWY: heme biosynthesis II (anaerobic)	771.0
HEXITOLDEGSUPER-PWY: superpathway of hexitol degradation (bacteria)	2106.0
HISDEG-PWY: L-histidine degradation I	4993.0
HISTSYN-PWY: L-histidine biosynthesis	4042.0
HOMOSER-METSYN-PWY: L-methionine biosynthesis I	1330.0
HSERMETANA-PWY: L-methionine biosynthesis III	1198.0
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	14979.0
KDO-NAGLIPASYN-PWY: superpathway of (Kdo)2-lipid A biosynthesis	346.0
KETOGLUCONMET-PWY: ketogluconate metabolism	370.0
LACTOSECAT-PWY: lactose and galactose degradation I	133.0
MET-SAM-PWY: superpathway of S-adenosyl-L-methionine biosynthesis	2190.0
METHGLYUT-PWY: superpathway of methylglyoxal degradation	319.0
METSYN-PWY: L-homoserine and L-methionine biosynthesis	2392.0
NAD-BIOSYNTHESIS-II: NAD salvage pathway II	1149.0
NAGLIPASYN-PWY: lipid IVA biosynthesis	687.0
NONMEVIPP-PWY: methylerythritol phosphate pathway I	14577.0
NONOXIPENT-PWY: pentose phosphate pathway (non-oxidative branch)	4282.0
OANTIGEN-PWY: O-antigen building blocks biosynthesis (E. coli)	2265.0
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	982.0
P108-PWY: pyruvate fermentation to propanoate I	473.0
P122-PWY: heterolactic fermentation	13.0
P124-PWY: Bifidobacterium shunt	83.0
P161-PWY: acetylene degradation	877.0
P162-PWY: L-glutamate degradation V (via hydroxyglutarate)	546.0
P164-PWY: purine nucleobases degradation I (anaerobic)	380.0
P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)	443.0
P23-PWY: reductive TCA cycle I	297.0
P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I	1803.0
P42-PWY: incomplete reductive TCA cycle	966.0
P441-PWY: superpathway of N-acetylneuraminate degradation	1848.0
P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate	1188.0
P562-PWY: myo-inositol degradation I	15.0
PANTO-PWY: phosphopantothenate biosynthesis I	12501.0
PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I	3754.0
PENTOSE-P-PWY: pentose phosphate pathway	1987.0
PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)	15490.0
PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)	2714.0
POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II	142.0
POLYAMSYN-PWY: superpathway of polyamine biosynthesis I	556.0
POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)	476.0
PPGPPMET-PWY: ppGpp biosynthesis	611.0
PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis	2968.0
PWY-1042: glycolysis IV (plant cytosol)	9612.0
PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I	2174.0
PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type	124.0
PWY-2723: trehalose degradation V	522.0
PWY-2941: L-lysine biosynthesis II	1130.0
PWY-2942: L-lysine biosynthesis III	13654.0
PWY-3001: superpathway of L-isoleucine biosynthesis I	6885.0
PWY-3841: folate transformations II	9643.0
PWY-4041: &gamma;-glutamyl cycle	623.0
PWY-4242: pantothenate and coenzyme A biosynthesis III	1354.0
PWY-4702: phytate degradation I	379.0
PWY-4981: L-proline biosynthesis II (from arginine)	1452.0
PWY-4984: urea cycle	411.0
PWY-5005: biotin biosynthesis II	456.0
PWY-5022: 4-aminobutanoate degradation V	492.0
PWY-5030: L-histidine degradation III	2215.0
PWY-5083: NAD/NADH phosphorylation and dephosphorylation	898.0
PWY-5097: L-lysine biosynthesis VI	14912.0
PWY-5100: pyruvate fermentation to acetate and lactate II	2566.0
PWY-5101: L-isoleucine biosynthesis II	4059.0
PWY-5103: L-isoleucine biosynthesis III	6900.0
PWY-5104: L-isoleucine biosynthesis IV	402.0
PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)	1181.0
PWY-5136: fatty acid &beta;-oxidation II (peroxisome)	826.0
PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)	6108.0
PWY-5173: superpathway of acetyl-CoA biosynthesis	386.0
PWY-5177: glutaryl-CoA degradation	1204.0
PWY-5188: tetrapyrrole biosynthesis I (from glutamate)	3799.0
PWY-5189: tetrapyrrole biosynthesis II (from glycine)	933.0
PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)	56.0
PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)	1087.0
PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)	2521.0
PWY-5367: petroselinate biosynthesis	329.0
PWY-5384: sucrose degradation IV (sucrose phosphorylase)	641.0
PWY-5464: superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	655.0
PWY-5484: glycolysis II (from fructose 6-phosphate)	3523.0
PWY-5505: L-glutamate and L-glutamine biosynthesis	742.0
PWY-561: superpathway of glyoxylate cycle and fatty acid degradation	875.0
PWY-5659: GDP-mannose biosynthesis	2703.0
PWY-5667: CDP-diacylglycerol biosynthesis I	12764.0
PWY-5676: acetyl-CoA fermentation to butanoate II	1710.0
PWY-5686: UMP biosynthesis	16197.0
PWY-5690: TCA cycle II (plants and fungi)	955.0
PWY-5692: allantoin degradation to glyoxylate II	114.0
PWY-5695: urate biosynthesis/inosine 5'-phosphate degradation	13611.0
PWY-5705: allantoin degradation to glyoxylate III	274.0
PWY-5723: Rubisco shunt	1442.0
PWY-5747: 2-methylcitrate cycle II	47.0
PWY-5791: 1,4-dihydroxy-2-naphthoate biosynthesis II (plants)	926.0
PWY-5837: 1,4-dihydroxy-2-naphthoate biosynthesis I	926.0
PWY-5838: superpathway of menaquinol-8 biosynthesis I	1921.0
PWY-5840: superpathway of menaquinol-7 biosynthesis	2011.0
PWY-5845: superpathway of menaquinol-9 biosynthesis	1852.0
PWY-5850: superpathway of menaquinol-6 biosynthesis I	1852.0
PWY-5855: ubiquinol-7 biosynthesis (prokaryotic)	499.0
PWY-5856: ubiquinol-9 biosynthesis (prokaryotic)	499.0
PWY-5857: ubiquinol-10 biosynthesis (prokaryotic)	499.0
PWY-5860: superpathway of demethylmenaquinol-6 biosynthesis I	1310.0
PWY-5861: superpathway of demethylmenaquinol-8 biosynthesis	1362.0
PWY-5862: superpathway of demethylmenaquinol-9 biosynthesis	1310.0
PWY-5863: superpathway of phylloquinol biosynthesis	723.0
PWY-5896: superpathway of menaquinol-10 biosynthesis	1852.0
PWY-5897: superpathway of menaquinol-11 biosynthesis	2367.0
PWY-5898: superpathway of menaquinol-12 biosynthesis	2367.0
PWY-5899: superpathway of menaquinol-13 biosynthesis	2367.0
PWY-5913: TCA cycle VI (obligate autotrophs)	532.0
PWY-5918: superpathay of heme biosynthesis from glutamate	606.0
PWY-5941: glycogen degradation II (eukaryotic)	559.0
PWY-5971: palmitate biosynthesis II (bacteria and plants)	1327.0
PWY-5973: cis-vaccenate biosynthesis	8492.0
PWY-5989: stearate biosynthesis II (bacteria and plants)	862.0
PWY-6113: superpathway of mycolate biosynthesis	1135.0
PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I	9878.0
PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II	8910.0
PWY-6123: inosine-5'-phosphate biosynthesis I	4686.0
PWY-6124: inosine-5'-phosphate biosynthesis II	4104.0
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II	7179.0
PWY-6126: superpathway of adenosine nucleotides de novo biosynthesis II	8642.0
PWY-6147: 6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	704.0
PWY-6151: S-adenosyl-L-methionine cycle I	15383.0
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	10658.0
PWY-6168: flavin biosynthesis III (fungi)	5841.0
PWY-621: sucrose degradation III (sucrose invertase)	3115.0
PWY-6263: superpathway of menaquinol-8 biosynthesis II	7.0
PWY-6270: isoprene biosynthesis I	3818.0
PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis	8910.0
PWY-6282: palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	931.0
PWY-6284: superpathway of unsaturated fatty acids biosynthesis (E. coli)	756.0
PWY-6285: superpathway of fatty acids biosynthesis (E. coli)	1007.0
PWY-6305: putrescine biosynthesis IV	3311.0
PWY-6317: galactose degradation I (Leloir pathway)	5293.0
PWY-6353: purine nucleotides degradation II (aerobic)	1564.0
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	9788.0
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	16392.0
PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	16147.0
PWY-6471: peptidoglycan biosynthesis IV (Enterococcus faecium)	35.0
PWY-6507: 4-deoxy-L-threo-hex-4-enopyranuronate degradation	2151.0
PWY-6519: 8-amino-7-oxononanoate biosynthesis I	1124.0
PWY-6527: stachyose degradation	5098.0
PWY-6531: mannitol cycle	40.0
PWY-6545: pyrimidine deoxyribonucleotides de novo biosynthesis III	3422.0
PWY-6549: L-glutamine biosynthesis III	145.0
