# Constructed from biom file
#OTU ID	10317.000044825
1CMET2-PWY: N10-formyl-tetrahydrofolate biosynthesis	5254.87
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY: 4-hydroxyphenylacetate degradation	0.0
7ALPHADEHYDROX-PWY: cholate degradation (bacteria, anaerobic)	0.0
AEROBACTINSYN-PWY: aerobactin biosynthesis	0.0
ALL-CHORISMATE-PWY: superpathway of chorismate metabolism	0.0
ALLANTOINDEG-PWY: superpathway of allantoin degradation in yeast	0.0
ANAEROFRUCAT-PWY: homolactic fermentation	2930.19
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	8474.13
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	2853.27
ARGDEG-PWY: superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	0.0
ARGININE-SYN4-PWY: L-ornithine de novo  biosynthesis	1023.14
ARGORNPROST-PWY: arginine, ornithine and proline interconversion	0.0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	6824.02
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	2472.73
ARO-PWY: chorismate biosynthesis I	15086.3
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	2252.75
AST-PWY: L-arginine degradation II (AST pathway)	0.0
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	93.7349
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis	12950.7
CALVIN-PWY: Calvin-Benson-Bassham cycle	9772.33
CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate	0.0
CENTFERM-PWY: pyruvate fermentation to butanoate	282.432
CITRULBIO-PWY: L-citrulline biosynthesis	807.364
COA-PWY-1: coenzyme A biosynthesis II (mammalian)	14198.3
COA-PWY: coenzyme A biosynthesis I	6417.21
COBALSYN-PWY: adenosylcobalamin salvage from cobinamide I	2023.33
COLANSYN-PWY: colanic acid building blocks biosynthesis	851.856
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	14742.2
CRNFORCAT-PWY: creatinine degradation I	312.818
DAPLYSINESYN-PWY: L-lysine biosynthesis I	1926.94
DENITRIFICATION-PWY: nitrate reduction I (denitrification)	0.0
DENOVOPURINE2-PWY: superpathway of purine nucleotides de novo biosynthesis II	5325.64
DHGLUCONATE-PYR-CAT-PWY: glucose degradation (oxidative)	0.0
DTDPRHAMSYN-PWY: dTDP-L-rhamnose biosynthesis I	6750.0
ECASYN-PWY: enterobacterial common antigen biosynthesis	0.0
ENTBACSYN-PWY: enterobactin biosynthesis	0.0
FAO-PWY: fatty acid &beta;-oxidation I	466.727
FASYN-ELONG-PWY: fatty acid elongation -- saturated	81.9457
FASYN-INITIAL-PWY: superpathway of fatty acid biosynthesis initiation (E. coli)	51.5366
FERMENTATION-PWY: mixed acid fermentation	3405.9
FOLSYN-PWY: superpathway of tetrahydrofolate biosynthesis and salvage	1749.45
FUC-RHAMCAT-PWY: superpathway of fucose and rhamnose degradation	1331.66
FUCCAT-PWY: fucose degradation	1145.44
GALACT-GLUCUROCAT-PWY: superpathway of hexuronide and hexuronate degradation	1417.85
GALACTARDEG-PWY: D-galactarate degradation I	10.7512
GALACTUROCAT-PWY: D-galacturonate degradation I	1252.13
GALLATE-DEGRADATION-I-PWY: gallate degradation II	0.0
GALLATE-DEGRADATION-II-PWY: gallate degradation I	0.0
GLCMANNANAUT-PWY: superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation	3098.53
GLUCARDEG-PWY: D-glucarate degradation I	0.0
GLUCARGALACTSUPER-PWY: superpathway of D-glucarate and D-galactarate degradation	10.7512
GLUCONEO-PWY: gluconeogenesis I	597.718
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	6.77187
GLUCUROCAT-PWY: superpathway of &beta;-D-glucuronide and D-glucuronate degradation	1740.93
GLUDEG-I-PWY: GABA shunt	136.883
GLUTORN-PWY: L-ornithine biosynthesis	2000.08
GLYCOCAT-PWY: glycogen degradation I (bacterial)	0.0
GLYCOGENSYNTH-PWY: glycogen biosynthesis I (from ADP-D-Glucose)	6777.38
GLYCOL-GLYOXDEG-PWY: superpathway of glycol metabolism and degradation	0.0
GLYCOLYSIS-E-D: superpathway of glycolysis and Entner-Doudoroff	666.784
GLYCOLYSIS-TCA-GLYOX-BYPASS: superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass	73.9269
GLYCOLYSIS: glycolysis I (from glucose 6-phosphate)	1387.02
GLYOXYLATE-BYPASS: glyoxylate cycle	31.8551
GOLPDLCAT-PWY: superpathway of glycerol degradation to 1,3-propanediol	289.67
